objectID,image_id,price_category,cuisines_1,cuisines_2,labels
79265,2646233.jpg,mid-range,Classic Cuisine,,food
78720,2253556.jpg,mid-range,Italian,,food
78720,2176317.jpg,mid-range,Italian,,food
78720,2687283.jpg,mid-range,Italian,,food
78720,2156982.jpg,mid-range,Italian,,food
78720,2151825.jpg,mid-range,Italian,,food
78720,2275486.jpg,mid-range,Italian,,food
78720,2221633.jpg,mid-range,Italian,,food
78802,1899155.jpg,premium,Modern Cuisine,Organic,food
78802,2114259.jpg,premium,Modern Cuisine,Organic,food
79091,4217245.jpg,mid-range,French,,food
79091,5489543.jpg,mid-range,French,,food
79091,5489553.jpg,mid-range,French,,food
79091,4217210.jpg,mid-range,French,,food
79091,4217128.jpg,mid-range,French,,food
79091,4217170.jpg,mid-range,French,,food
79091,5489570.jpg,mid-range,French,,food
79091,4217220.jpg,mid-range,French,,food
79091,2171161.jpg,mid-range,French,,food
79091,5489548.jpg,mid-range,French,,food
78771,1900418.jpg,premium,Italian,,food
78771,1900420.jpg,premium,Italian,,food
78771,1900372.jpg,premium,Italian,,food
78771,1900419.jpg,premium,Italian,,food
78771,1900379.jpg,premium,Italian,,food
78771,1900428.jpg,premium,Italian,,food
78629,1957868.jpg,mid-range,Italian,Sicilian,food
78629,1957866.jpg,mid-range,Italian,Sicilian,food
78629,1957941.jpg,mid-range,Italian,Sicilian,food
78629,1957942.jpg,mid-range,Italian,Sicilian,food
78629,1957943.jpg,mid-range,Italian,Sicilian,food
78630,2686245.jpg,mid-range,Greek,,food
78630,2225208.jpg,mid-range,Greek,,food
78630,2287877.jpg,mid-range,Greek,,food
79152,1956578.jpg,luxury,Modern Cuisine,,food
79152,1956580.jpg,luxury,Modern Cuisine,,food
79152,1956581.jpg,luxury,Modern Cuisine,,food
79068,1911738.jpg,mid-range,Asian,,food
79068,1911735.jpg,mid-range,Asian,,food
79068,1911739.jpg,mid-range,Asian,,food
78779,2271723.jpg,mid-range,Korean,Asian,food
78779,2188033.jpg,mid-range,Korean,Asian,food
78779,2698616.jpg,mid-range,Korean,Asian,food
78779,2127895.jpg,mid-range,Korean,Asian,food
78779,2176693.jpg,mid-range,Korean,Asian,food
78779,2181373.jpg,mid-range,Korean,Asian,food
78779,2184806.jpg,mid-range,Korean,Asian,food
78779,2268764.jpg,mid-range,Korean,Asian,food
78779,2206986.jpg,mid-range,Korean,Asian,food
78779,2173569.jpg,mid-range,Korean,Asian,food
78779,2695480.jpg,mid-range,Korean,Asian,food
78779,2198594.jpg,mid-range,Korean,Asian,food
78779,2175391.jpg,mid-range,Korean,Asian,food
78832,4215312.jpg,premium,Modern Cuisine,,food
78832,4215317.jpg,premium,Modern Cuisine,,food
78832,4215401.jpg,premium,Modern Cuisine,,food
78832,4215294.jpg,premium,Modern Cuisine,,food
78832,2297107.jpg,premium,Modern Cuisine,,food
78832,2105055.jpg,premium,Modern Cuisine,,food
78832,4215410.jpg,premium,Modern Cuisine,,food
78832,4215422.jpg,premium,Modern Cuisine,,food
78832,4215505.jpg,premium,Modern Cuisine,,food
78832,4215514.jpg,premium,Modern Cuisine,,food
78657,1984918.jpg,premium,Japanese,Sushi,food
78657,1984947.jpg,premium,Japanese,Sushi,food
78657,1984950.jpg,premium,Japanese,Sushi,food
79342,2641522.jpg,affordable,Chinese,Sichuan,food
79342,2686493.jpg,affordable,Chinese,Sichuan,food
79342,2195900.jpg,affordable,Chinese,Sichuan,food
79342,2247203.jpg,affordable,Chinese,Sichuan,food
79251,2051268.jpg,premium,Traditional Cuisine,,food
79251,2048983.jpg,premium,Traditional Cuisine,,food
79105,4507459.jpg,premium,Market Cuisine,,food
79105,4507468.jpg,premium,Market Cuisine,,food
78772,1872687.jpg,luxury,Mediterranean Cuisine,,food
78772,1872682.jpg,luxury,Mediterranean Cuisine,,food
78772,1872793.jpg,luxury,Mediterranean Cuisine,,food
78772,1872686.jpg,luxury,Mediterranean Cuisine,,food
78772,1872795.jpg,luxury,Mediterranean Cuisine,,food
78772,1872787.jpg,luxury,Mediterranean Cuisine,,food
78654,2128880.jpg,luxury,Italian,,food
78654,2158292.jpg,luxury,Italian,,food
78654,2298149.jpg,luxury,Italian,,food
79092,4210252.jpg,premium,Creative French,,food
78770,4508381.jpg,luxury,Creative,Organic,food
78770,4508305.jpg,luxury,Creative,Organic,food
78770,4508295.jpg,luxury,Creative,Organic,food
78770,4508322.jpg,luxury,Creative,Organic,food
78770,4508363.jpg,luxury,Creative,Organic,food
78770,4508334.jpg,luxury,Creative,Organic,food
78770,4508376.jpg,luxury,Creative,Organic,food
78770,4508394.jpg,luxury,Creative,Organic,food
78770,4508300.jpg,luxury,Creative,Organic,food
78884,2241386.jpg,mid-range,Belgian,Classic Cuisine,food
78884,2643936.jpg,mid-range,Belgian,Classic Cuisine,food
78884,2158358.jpg,mid-range,Belgian,Classic Cuisine,food
78884,2210377.jpg,mid-range,Belgian,Classic Cuisine,food
78884,2685142.jpg,mid-range,Belgian,Classic Cuisine,food
78714,2299820.jpg,luxury,Italian,,food
78714,2280493.jpg,luxury,Italian,,food
78714,2173349.jpg,luxury,Italian,,food
78714,4961770.jpg,luxury,Italian,,food
78730,1955409.jpg,premium,Japanese,Sushi,food
78730,1955467.jpg,premium,Japanese,Sushi,food
78637,4513042.jpg,mid-range,Grills,Meats and Grills,food
78651,1956814.jpg,mid-range,Classic French,,food
78651,1956805.jpg,mid-range,Classic French,,food
78651,1956812.jpg,mid-range,Classic French,,food
78651,1956810.jpg,mid-range,Classic French,,food
78651,1956813.jpg,mid-range,Classic French,,food
78651,1956811.jpg,mid-range,Classic French,,food
79189,1873015.jpg,luxury,Italian,,food
79189,1872920.jpg,luxury,Italian,,food
79189,1872918.jpg,luxury,Italian,,food
79189,1873012.jpg,luxury,Italian,,food
79189,1873009.jpg,luxury,Italian,,food
79189,1873008.jpg,luxury,Italian,,food
79189,1872915.jpg,luxury,Italian,,food
79189,2637164.jpg,luxury,Italian,,food
79189,1872921.jpg,luxury,Italian,,food
79189,2129099.jpg,luxury,Italian,,food
79189,2243832.jpg,luxury,Italian,,food
79189,2123725.jpg,luxury,Italian,,food
79189,2141911.jpg,luxury,Italian,,food
79189,2143707.jpg,luxury,Italian,,food
79189,2297890.jpg,luxury,Italian,,food
79189,2286859.jpg,luxury,Italian,,food
79049,2097927.jpg,mid-range,Italian,,food
79049,2686366.jpg,mid-range,Italian,,food
79049,2257304.jpg,mid-range,Italian,,food
79049,2685622.jpg,mid-range,Italian,,food
79049,2198134.jpg,mid-range,Italian,,food
79049,2138428.jpg,mid-range,Italian,,food
79049,2251131.jpg,mid-range,Italian,,food
79276,2686007.jpg,mid-range,Classic Cuisine,,food
79276,2260737.jpg,mid-range,Classic Cuisine,,food
79276,2048522.jpg,mid-range,Classic Cuisine,,food
78926,5644341.jpg,affordable,Thai,Asian,food
78926,5644376.jpg,affordable,Thai,Asian,food
78926,5644320.jpg,affordable,Thai,Asian,food
78926,5644388.jpg,affordable,Thai,Asian,food
78926,1910071.jpg,affordable,Thai,Asian,food
78926,5657382.jpg,affordable,Thai,Asian,food
79396,5379687.jpg,premium,Organic,Modern Cuisine,food
79396,5379721.jpg,premium,Organic,Modern Cuisine,food
79396,5379679.jpg,premium,Organic,Modern Cuisine,food
79396,5379738.jpg,premium,Organic,Modern Cuisine,food
78789,5612531.jpg,premium,Modern Cuisine,,food
78789,5612323.jpg,premium,Modern Cuisine,,food
78789,5612508.jpg,premium,Modern Cuisine,,food
79111,4510459.jpg,affordable,Lebanese,Middle Eastern,food
78893,5306007.jpg,premium,Modern Cuisine,Asian Influences,food
78893,5306032.jpg,premium,Modern Cuisine,Asian Influences,food
79080,2143561.jpg,premium,Modern French,,food
79080,2149306.jpg,premium,Modern French,,food
79080,2256525.jpg,premium,Modern French,,food
79080,2685743.jpg,premium,Modern French,,food
79080,2207942.jpg,premium,Modern French,,food
79080,2197773.jpg,premium,Modern French,,food
79080,2296537.jpg,premium,Modern French,,food
78883,1911409.jpg,premium,Modern French,,food
78883,2119106.jpg,premium,Modern French,,food
78883,2639062.jpg,premium,Modern French,,food
78883,1911245.jpg,premium,Modern French,,food
79340,4493734.jpg,mid-range,Italian,,food
79340,4493755.jpg,mid-range,Italian,,food
79340,4493775.jpg,mid-range,Italian,,food
79340,4493783.jpg,mid-range,Italian,,food
78708,2278166.jpg,mid-range,Vietnamese,Asian,food
78708,2051872.jpg,mid-range,Vietnamese,Asian,food
78708,2121181.jpg,mid-range,Vietnamese,Asian,food
78708,2269391.jpg,mid-range,Vietnamese,Asian,food
79192,1908524.jpg,premium,Italian,,food
78627,2040600.jpg,affordable,Thai,,food
79431,1921133.jpg,luxury,Creative,,food
79431,1921073.jpg,luxury,Creative,,food
79431,1921137.jpg,luxury,Creative,,food
79431,1921135.jpg,luxury,Creative,,food
79431,1921134.jpg,luxury,Creative,,food
79431,1921066.jpg,luxury,Creative,,food
78931,4098504.jpg,premium,Mediterranean Cuisine,,food
78931,4098512.jpg,premium,Mediterranean Cuisine,,food
78931,4098529.jpg,premium,Mediterranean Cuisine,,food
78931,4098518.jpg,premium,Mediterranean Cuisine,,food
78931,4098492.jpg,premium,Mediterranean Cuisine,,food
79264,2688209.jpg,premium,Classic Cuisine,,food
79264,2286051.jpg,premium,Classic Cuisine,,food
78799,4714471.jpg,premium,Country cooking,Classic French,food
78881,2225278.jpg,mid-range,Lebanese,Middle Eastern,food
78881,2296179.jpg,mid-range,Lebanese,Middle Eastern,food
79107,2094325.jpg,mid-range,Chinese,,food
79107,2175970.jpg,mid-range,Chinese,,food
79107,2686275.jpg,mid-range,Chinese,,food
79107,2255768.jpg,mid-range,Chinese,,food
79107,2178937.jpg,mid-range,Chinese,,food
79107,2266015.jpg,mid-range,Chinese,,food
79107,2686641.jpg,mid-range,Chinese,,food
79107,2229907.jpg,mid-range,Chinese,,food
78965,4151677.jpg,premium,Modern Cuisine,,food
78965,4151674.jpg,premium,Modern Cuisine,,food
78965,4151711.jpg,premium,Modern Cuisine,,food
78965,1910069.jpg,premium,Modern Cuisine,,food
78803,4474373.jpg,luxury,Creative,,food
78803,4474407.jpg,luxury,Creative,,food
78904,2245772.jpg,premium,Creative French,,food
78904,2189625.jpg,premium,Creative French,,food
78904,2168599.jpg,premium,Creative French,,food
79401,4479557.jpg,mid-range,Classic Cuisine,,food
79401,4155337.jpg,mid-range,Classic Cuisine,,food
79401,4479525.jpg,mid-range,Classic Cuisine,,food
79401,4479539.jpg,mid-range,Classic Cuisine,,food
78936,2047616.jpg,premium,Traditional Cuisine,Classic French,food
78936,2638379.jpg,premium,Traditional Cuisine,Classic French,food
78936,2298310.jpg,premium,Traditional Cuisine,Classic French,food
79237,2231966.jpg,mid-range,Classic Cuisine,,food
79237,2040528.jpg,mid-range,Classic Cuisine,,food
78734,4551865.jpg,premium,Home Cooking,Creative French,food
78734,4552035.jpg,premium,Home Cooking,Creative French,food
78734,4551891.jpg,premium,Home Cooking,Creative French,food
78734,4551986.jpg,premium,Home Cooking,Creative French,food
78734,4551936.jpg,premium,Home Cooking,Creative French,food
78734,4552057.jpg,premium,Home Cooking,Creative French,food
78734,4551859.jpg,premium,Home Cooking,Creative French,food
78734,4551921.jpg,premium,Home Cooking,Creative French,food
78760,2037466.jpg,mid-range,Modern French,,food
79334,1956210.jpg,premium,Classic Cuisine,,food
79334,1956213.jpg,premium,Classic Cuisine,,food
78649,2139343.jpg,mid-range,Classic Cuisine,,food
78649,4750948.jpg,mid-range,Classic Cuisine,,food
78649,4750957.jpg,mid-range,Classic Cuisine,,food
79072,2263337.jpg,mid-range,Chinese,Fusion,food
79072,2691964.jpg,mid-range,Chinese,Fusion,food
79072,2049992.jpg,mid-range,Chinese,Fusion,food
79072,2282870.jpg,mid-range,Chinese,Fusion,food
79230,1995897.jpg,luxury,Creative,Creative French,food
79230,1995894.jpg,luxury,Creative,Creative French,food
79230,1919306.jpg,luxury,Creative,Creative French,food
79230,1919311.jpg,luxury,Creative,Creative French,food
79230,1919312.jpg,luxury,Creative,Creative French,food
79230,1995834.jpg,luxury,Creative,Creative French,food
79297,1958834.jpg,mid-range,Spanish,Sharing,food
79297,1958832.jpg,mid-range,Spanish,Sharing,food
79297,1958829.jpg,mid-range,Spanish,Sharing,food
79297,1958831.jpg,mid-range,Spanish,Sharing,food
79056,2203543.jpg,mid-range,Italian,,food
79056,2685049.jpg,mid-range,Italian,,food
78842,4582528.jpg,premium,Creative,,food
78842,4582507.jpg,premium,Creative,,food
78842,4582480.jpg,premium,Creative,,food
78842,4582471.jpg,premium,Creative,,food
78842,4582516.jpg,premium,Creative,,food
78842,4582543.jpg,premium,Creative,,food
79001,2106172.jpg,premium,Modern French,,food
79001,4690164.jpg,premium,Modern French,,food
79001,4690174.jpg,premium,Modern French,,food
78891,1889050.jpg,premium,Market Cuisine,Modern Cuisine,food
78891,1889057.jpg,premium,Market Cuisine,Modern Cuisine,food
78891,1889080.jpg,premium,Market Cuisine,Modern Cuisine,food
78891,1889081.jpg,premium,Market Cuisine,Modern Cuisine,food
79404,4659943.jpg,affordable,Traditional Cuisine,Sharing,food
79404,4659873.jpg,affordable,Traditional Cuisine,Sharing,food
78679,5621789.jpg,premium,Modern Cuisine,,food
78679,5621854.jpg,premium,Modern Cuisine,,food
78679,5621811.jpg,premium,Modern Cuisine,,food
78679,5621793.jpg,premium,Modern Cuisine,,food
78679,5621847.jpg,premium,Modern Cuisine,,food
78679,1870703.jpg,premium,Modern Cuisine,,food
78679,1870699.jpg,premium,Modern Cuisine,,food
78679,5621814.jpg,premium,Modern Cuisine,,food
78679,5621832.jpg,premium,Modern Cuisine,,food
78679,5621826.jpg,premium,Modern Cuisine,,food
78979,2040590.jpg,mid-range,Lyonnaise,Classic Cuisine,food
78979,2040592.jpg,mid-range,Lyonnaise,Classic Cuisine,food
79417,2205248.jpg,mid-range,Seafood,,food
79417,2264355.jpg,mid-range,Seafood,,food
79026,1995056.jpg,mid-range,Classic Cuisine,Creative French,food
79026,1995060.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2127106.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2112789.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2286920.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2637693.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2685712.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2235960.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2112426.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2130603.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2281824.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2095651.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2155506.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2106248.jpg,mid-range,Classic Cuisine,Creative French,food
79026,2115192.jpg,mid-range,Classic Cuisine,Creative French,food
79162,4573716.jpg,premium,Classic Cuisine,Regional Cuisine,food
79029,1955743.jpg,premium,Italian,,food
78991,2171071.jpg,mid-range,Modern Cuisine,,food
78991,2259121.jpg,mid-range,Modern Cuisine,,food
78991,2267689.jpg,mid-range,Modern Cuisine,,food
78991,2104878.jpg,mid-range,Modern Cuisine,,food
79412,1958442.jpg,mid-range,Italian,,food
78958,2696081.jpg,mid-range,Traditional Cuisine,Seafood,food
78958,2699017.jpg,mid-range,Traditional Cuisine,Seafood,food
78958,2119712.jpg,mid-range,Traditional Cuisine,Seafood,food
78844,2108565.jpg,mid-range,Creative,,food
78844,2244721.jpg,mid-range,Creative,,food
78844,2135886.jpg,mid-range,Creative,,food
78844,2211476.jpg,mid-range,Creative,,food
78844,2296618.jpg,mid-range,Creative,,food
78844,2220892.jpg,mid-range,Creative,,food
78844,2692146.jpg,mid-range,Creative,,food
78830,1870580.jpg,premium,Market Cuisine,Modern Cuisine,food
78830,1870613.jpg,premium,Market Cuisine,Modern Cuisine,food
78830,1870612.jpg,premium,Market Cuisine,Modern Cuisine,food
78830,1870581.jpg,premium,Market Cuisine,Modern Cuisine,food
78830,1870608.jpg,premium,Market Cuisine,Modern Cuisine,food
79051,5471585.jpg,mid-range,Thai,,food
79051,5471549.jpg,mid-range,Thai,,food
79051,4447449.jpg,mid-range,Thai,,food
79051,4447478.jpg,mid-range,Thai,,food
79051,4506838.jpg,mid-range,Thai,,food
79051,5471558.jpg,mid-range,Thai,,food
78683,2471581.jpg,premium,Modern French,,food
78683,2266152.jpg,premium,Modern French,,food
78683,5507876.jpg,premium,Modern French,,food
78683,2137023.jpg,premium,Modern French,,food
78683,2684359.jpg,premium,Modern French,,food
79397,5523520.jpg,premium,French Contemporary,Creative French,food
79397,5523572.jpg,premium,French Contemporary,Creative French,food
79397,5523567.jpg,premium,French Contemporary,Creative French,food
79397,5523585.jpg,premium,French Contemporary,Creative French,food
79397,5523554.jpg,premium,French Contemporary,Creative French,food
78680,2180961.jpg,mid-range,Modern Cuisine,,food
78680,2243447.jpg,mid-range,Modern Cuisine,,food
78680,2204828.jpg,mid-range,Modern Cuisine,,food
79252,5608289.jpg,mid-range,Traditional Cuisine,French,food
79252,5608284.jpg,mid-range,Traditional Cuisine,French,food
79252,5608310.jpg,mid-range,Traditional Cuisine,French,food
78686,2683972.jpg,premium,Traditional Cuisine,,food
78686,2241862.jpg,premium,Traditional Cuisine,,food
78686,2139198.jpg,premium,Traditional Cuisine,,food
78686,2686281.jpg,premium,Traditional Cuisine,,food
78686,1956414.jpg,premium,Traditional Cuisine,,food
78766,1889499.jpg,premium,Country cooking,,food
78766,1889460.jpg,premium,Country cooking,,food
78766,1889462.jpg,premium,Country cooking,,food
