review_id,app_id,review_text,label
137274059,986130,"Insanely impressive, especially from a solo dev with a team of contractors. It's a little rough around the edges, with the occasional glitch through a wall or broken dialogue, but overall it's something really well done and unique.

It's immersive as all get out too. The short sting of a Bladerunner-type soundtrack kicking in after you've turned on your lights and looked out the windows into the rainy, foggy, noir cityscape had me invested in record time. I spent about 20-30 minutes just looking around my apartment, checking drawers, opening and closing blinds, listening to the TV. Awesome stuff.

The tutorial holds your hand a very mild amount to get you acclimated to the game and it kicks you off with a very simple case. However, that case can be completed in multiple different ways which makes the tutorial alone almost worth the small 20 dollar price of admission. Once you've wrapped that case up (successfully or not), you get ushered into the sandbox environment with your own apartment and the freedom to make your living the way you see fit.

Aside from the murder cases, there are small side cases such as tracking down and arresting people for the privatized enforcers of the city because it's too beneath them. They know they're guilty, but they just can't be bothered to enact justice so they contract it out to you.

There's a real sense of scale considering you can go into absolutely anywhere in the city and talk to absolutely everyone. You see people going to work, coming home, you can break into their apartments and snoop on their life, whether for a case or not. If you're a private investigator with a more flexible moral compass, you can finance your life via thievery. As long as you have some place to live, food to eat, and delicious Starch Kola to drink, you're succeeding.

The only true negative I'd say is with the combat. It has a very limited punch / counter punch mechanic that somewhat works. You can also equip every day items like knives or hammers to use as melee weapons. If you can find ammunition, you can use guns as well, but I haven't had much luck doing that yet.

Overall, it's an insanely impressive, immersive, and ambitious outing for anyone, let alone a developer this small. At 20 bucks, I absolutely recommend it if you are at all interested in the noir sci-fi setting and games like Deus Ex. An open world, constantly evolving immersive sim is a dream game to me and I can see myself getting dozens of hours out of this even before the rest of the updates.",1
137273582,986130,"if only this game run smoother,it would be better, i run GT4 5 so smooth, but this game rarely got 24 fps",1
137273091,986130,I spent most of my first 3 hours investigating and harassing the wrong place and wrong people before realizing I was at the wrong place! Man am I a good detective or what?,1
137272982,986130,an amazing detective game with endless possibilities and the best part it this is just the beginning,1
137272896,986130,the most realistic detective game probably ever. hard as hell to find evidence and to piece it all together,1
137273293,1185780,i don't no why every one is moaning about i just played the game for 1.9 hours and had no trouble with the game at all. i have seen aaa games in worst state on early release keep up the great work,1
137273226,1432380,"This is a neat indie FPS with a bit of souls-like mechanics i.e. you can dash out of the harms way (no iframes though) and parry and riposte for a satisfying counter attack. Fast paced melee combat is complemented by a few spells which have weak and strong variant and they can be quite OP if used tactically. 
Dying means getting respawned at the latest checkpoint with full health while the not-already-dead mobs get full health as well and you lose a 1000 score points. This allows for little bit of cheesing, especially first two bosses who don't heal to full HP (my guess is so they are easier to handle early in the game) and I would like to see a bigger penalty for death since currently it removes the stakes unless you constrain yourself of cheesy play. I would also like to see some form of post level screen just to be informed of collected / missed items and enemies.
One big flaw I would like to point out is that there is only one melee weapon at the moment, hope we can get new ones as the game develops further.

Overall it is a fun game for fps / souls fans well worth the price.",1
137275585,909320,It takes a while for the game to get going but once you unlock more powers and figure things out it gets really really fun. There's so many things you can do to mess with the characters. The monsters may sometimes get in the way and abduct or kill your targets so I use my spells on them instead lol.,1
137274708,909320,"The game still feels incomplete to me. There is no satisfying end goal to pursue beyond *Win* and the game is still to easy. Ultimately playing with the difficulty settings might make the game *Longer* but not *harder*, and will just lead to lots of waiting around. There isn't really any rival force to compete with while you take the time to torment the villagers and gain power, or just kill them off without much struggle. 

Additionally you still cant *Summon your Ruinarch* which is something i have been waiting for since very early in the games lifespan, despite it being talked about quite a bit. If we could potentially summon an avatar of our character it would add meaning to all this gathering dark energy to build a portal stuff instead of it just being a bit of a slog. The amount of control you have over your own cultists and demons is also incredibly insignificant and to be perfectly honest, its probably better to not make a cult at all. It would be cool if there was a possesion ability to directly take over a cultist or something at least. Cults tend to lose the ability to progress since they kick out 95% of the village or start from scratch, and after spending tons of effort forming them they will inevitably die off to something silly offscreen. It can be very hard to keep anyone alive in this since all Villagers seem hellbent on killing themselves one way or another. Your better off just manipulating your pet villager from the shadows and not forming a demon cult faction to bring them under, or they will become fairly useless pretty fast.

Anyway as of now the best way for the game to *fight back* is by ether summoning angels/spirits to attack you when you intervene directly to often (But this always backfires and just makes me far more powerful since i can enslave their angels and make an op army of fallen angels, and they give tons of chaotic energy to fuel my powers. Because of this turning the retaliation to max actually makes the game go a lot quicker and more smoothly) or randomly locking away your powers when someone happens to get the trait that allows them to do so, though this is only really an annoyance that you will probably fix pretty fast after turning them into a pile of gore. It would be nice if the Gods worshipped by your enemies could create a champion that is actually a threat to combat you, make them actually un-corruptable and difficult to knock out (not just blessed since you can easily remove that as was shown with excalibur, which btw i havent seen in centuries. They pretty much never get to even try using the holy sword against you. Not that it would help since they are easy to kidnap by knocking them out with a raiding squad)

Anyway as it stands now, it will probably be fun initially while you learn how to play the game, but lose its luster and become dull after you know how it works. In the end i feel like there is not enough meaning to anything we do, and not enough resistance to make waiting for your inevitable victory actually worth it. Just a lot of trying to check the box's of objectives till you get that ""You Win!"" message.",0
137274350,909320,I encountered a flashback,1
137274258,506480,"Still quote buggy, but I didn't hate it so far. The dungeon delving is solid so far, but I'd love to see more variation. Recommend for now, but I hope it'll get regular updates.",1
137273880,506480,"Great concept! I will list some points that I found interesting:
-The world is created in a system a la Dwarf Fortress (years of history, random NPCs, etc).
-Permadeath
-The world is alive (time passes, people die, commerce changes based on events)
-Hexbased world map
-Grid combat a la old heroes of might and magic

I see great promise in this game. Bear in mind it is in early access and some bugs are present.",1
137273365,506480,"Enjoying this very much so far. It's still early so it's buggy, but it's so fun and has a ton of potential.",1
137274349,1701520,能用的续航只有一次能回大半管血的LB，也就是说要用1.7管血推图（打怪、跳跳乐、打不止一个小BOSS）一直到下一个篝火，但篝火还离得那么远，你这个推图难度是什么意思，故意的还是不小心的,0
137273221,1701520,"Fun ""Metroidvania"" style game. Looks nice, plays nice, very limited PC options but not sure what you'd want from a 2D ""hand-drawn"" style. Gamepad very recommended. Video review/gameplay: https://www.youtube.com/watch?v=p7sTY_S86jk",1
137275124,1074190,Surprisingly good after you start to understand some of the weirder mechanics,1
137272025,1324130,"Such a great game, and they just keep adding more scenarios and items. i've played for close to 170 hours.",1
137269453,1324130,"3D Rimworld ? HELL YEAH  
amazing graphics , solid research tree , balanced managment / fighting system .

this could be the new RIMWORLD V2  easly  .",1
137262564,1324130,"The game is good, pretty good in fact but not great. That being said its ""Early Access"" so expectations still exist.
For starters the game is as others are saying, its a Rimworld type functioning game with a different look and feel.

Cons 
It's the look and feel that both brings it up and brings it down. Being more immersed visually creates the feeling to have a mental and emotional need, this doesn't give that (yet). There is no real story or end game goal and by that I mean the experience is at the moment very short lived, what you get 1 hour into it is what you get the rest of the game so far (speaking of the gameplay itself here). That would be the main con in my opinion but again EA so its to be expected at the moment.

Combat is an area the Devs can really put more work in on future updates as it is well to be frank pretty bad. The Draft system as it is ""should"" be a secondary system for the active combat. To make effective use of turrets you pretty much have to create an uncomfortably large power grid that clutters the space making TD the secondary combat system atm. The taming is indeed involved in the combat however its pretty unreliable simply being an accessory to the draft system. 

Resource and space ""balancing"" are also currently more of a chore than a fun part at the moment (specifically when trying to be organized and optimized), this due to terrain constraints such as empty craters from debris sites that remain once the debris is cleared, which some Terra forming functions being implemented would greatly help while staying (realistic).

Pros
The modding support, there is a lot to get comfortable with and can just as easily make the experience better as you can break the experience however, it provides a lot of capabilities. 

Everything that is currently in the game feels and looks unique and drives the exploratory nature as you play.

The variety in resources, and equipment are amazing, in fact having this variety is currently what drives most of the  current replay ability as each map seed creates a different look and feel with scarce open plains to densely resource filled maps. with different resources available on each seed.

The Seasonal effects and time spent within each greatly help the current depth of the game and what it can be.

Conclusion
If you like games like Rimworld, you will like this game and will probably spend countless hours on it even in its current state. Devs are active and consistently working on the game so there is more to look forward to with an already good game. Just understand the game is EA its lacking in areas but excelling in others.",1
137262459,1324130,"Very detailed management but I enjoy this level of management it's just the right balance. Excellent graphics good game play, good challenge will keep you occupied for hours. The tutorial has everything covered, great game.
",1
137254601,1324130,if you enjoy the fun of managing a group and building their home this game is great.,1
137254446,1324130,This has GREAT potential to completely replace Rimworld (And their toxic hypocritical FB group),1
137772059,1774060,"I love ball and paddle games that reinvents the genre (checkout wizorb) so I was pretty excited about this game. I purchased it on release and boy what a mess. It stutters like crazy on my steam deck which is surprising since it's only a 1.5 GB game. Also and the onus is on me for this one since I bought day one, but the controls on gamepad/deck is wishy-washy at best there isn't even an option to recalibrate controls. Maybe wait it out until the dev updates again. but for now I can't recommend.",0
137773694,2359850,I died 50 times in 10 minutes . Gameplay - https://youtu.be/-CEbSe3bylA,1
137772961,2359850,"Nice, clean, fun roguelike for cyber police dystopia fix. Nice variation of weapons too.",1
137771099,2266010,Good game.,1
137773738,1277920,idk what everyone is crying about its pretty fun to me,1
137772592,1277920,full of glitches and exploits,0
137772459,1277920,What a waste of time in a bad way too!! i'd rather play anything other than this.,0
137771483,1277920,"Don't even install this junk. You cannot get past the character creation if you want to play on the free server which will only let you play to a certain point, then you have to pay. They want a subscription for a game that looks 20 years old with worse controls than that (no diagonal movement). It sounded like a good game before, but is extremely poorly programmed/executed and has no chance with greedy developers.",0
137774101,1294810,"So this was a tough pill to swallow.  On one hand I look at the game and see good fundamentals that COULD become fun.  The way it stands right now, it is very buggy, ai is extremely sub par and the game is very poorly optimized, as I'm sure any console gamer will especially tell you on release as they only get 30fps max.  

This is actually the first game Ive ever refunded in my 18 years on the platform.  I am finally at the point where if I cant enjoy the game on release, I don't want to encourage laziness from the developer, and if they need more time to make the game, an actually finished product, then they need to do that instead of rushing their half baked product out the door.  I enjoyed the first couple hours but I could already see the glaring issues at play and Id rather wait and just get the game 6 months down the line when it gets some updates and people actually want to play it",0
137773593,1294810,"Dont buy this pls, got the game for free with my Nvidia card but I still feel robbed. Slideshow cutscenes, horrible graphics, boring gameplay and no real challenge when it comes to combat. Please buy anything but this...",0
137773026,1155330,"(Asked the Devs for a key and they hooked it up)

XCOM/Mutant Year Zero + Smash TV + The Running Man (With a cool trap avoidance system too)

Great vibes, great game!",1
137772703,1155330,A good little gem of a game. If you like turned based combat similar to xcom or any other top down turned based game you will like this game. The customization is not as deep as other games similar to this but the characters and battles make up for it. For the price they are asking it is very good.,1
137772345,1155330,"PROS: The tactical shooter part of the game is really enjoyable. Robust, interesting, and satisfying. The announcer can get a bit tiresome, but it's easily turned off.

CONS: Everything else. You are forced to play a 3rd person hide and seek for all these microscopic traps between battles. And the developers seemed to have just searched their assets for ""particle effects"" ""fire"" ""blood"" and ""flashing"" and plopped down stuff as much as possible. It's like the worst kind of easter egg hunt, and makes probably half the time you have the controller in your hand, un-fun.

Same with the intermission hub. Maybe there's a good reason to have it in third person and it just hasn't made itself obvious, but coming from XCOM2, you get all the same functionality (rooms, POI's, etc) but since you have to walk from room to room it takes you 4 or 5 times as long to do anything. 

I'm going to keep playing, but every time i finish a battle now, I feel like I want to stop playing because I have to spend a chunk of time playing a dumb hide and seek game with the developers.

Oh, and if you are playing Ironman, you can't save in the Hub. It autosaves when you enter, and when you leave. So if you quit the game before you activate the next mission, you have to do the entire hub sequence again. 

TLDR: Great Tactical Shooter stuffed in between so many poor design decisions.",0
137770969,1155330,"The tactic part is solid and entertaining but You have to walk from one level to the next. 
On the path you have to avoid traps and interact with the environment. This with incredible slow and clunky controls makes it unbelievable annoying.

I just finnished level two and my immediate thought was ""oh no, I have to walk to level three!"" -> uninstall + refund",0
137770888,1155330,A great turn based strategy and lot of brutal fun. 10/10,1
137774149,1669000,A wonderful mix of 4x and tactical combat with lots of room for emergent stories,1
137774052,1669000,"Been having a lot of fun playing the game, lots to learn and explore. This game is going to eat my time for a long time to come.",1
137774046,1669000,"I haven't played Age of Wonders 3 too much or planetfall at all, but I'm absolutely in love with this game! It reminds me of a mixture of Civ and Heroes of Might and Magic 3. If you enjoy either of those games I think you will really love this one. The core gameplay is super solid and everything feels quite polished. The only complaint I would have is that it is hard to have an identity in this game. Most games have really unique races that scream for a playthrough with each, but AoW4 gives you so much customization that it is up to you to attribute the identity to your heroes and factions. I'm not entirely sure this is a complaint however because the customization is so amazing and makes the game infinitely replayable. Lastly, I LOVE the pantheon system. Basically it's a rogue-like system where every playthrough gives you experience to unlock different rewards. I love this because at times 4x games can feel unrewarding to finish. This makes sure that you actually finish your games and encourages you to keep playing. All in all I think this is an incredibly solid title that any strategy player should check out!",1
137774042,1669000,"Its like Endless Legend and Total War had a kid with Paradox abusing it on the weekends, 10/10.",1
137773882,1669000,"Just a short first impression: It is good. They went in the direction I wished they would have done earlier by adding more civillization like mechanics than the previous entries had. It immedaitely felt more motivating than AoE III which I found to be somewhat dissapointing.

The downsides so far are the little movement heroes have compared to previous entries and that the KI likes to stack a ton of troops which requires the player to do the same which is just annoying micromanagement.

I am not sure yet how I feel about the race customizations. It makes them feel kinda ... samey.

In the 7 hours I played so far I had one crash that prevented me from continuing the current game as I somehow was unable to load any of the saves of that particular match.",1
137772795,2362120,The gorgeous art along side a powerful story makes this unique puzzle game one of my favorite new games to play! The characters and their visuals are absolutely stunning. I love the challenge of both the hidden objects as well as the matching features to the gameplay. Highly recommend giving this new game a go!,1
137771972,2362120,"Super chill and relaxing! A member of our community said it's like a fancy ""Where's Waldo"" with the hidden objects! Can't wait to play Episode 3 and find out what happens in the next chapter!
Bonus points for representation and being LGBTQIA+ friendly. 10/10",1
137772974,1142810,"Finally released!!
Many many additions and fine tuning since last early access' version.
It's been fun so far ! A must-have party game",1
137771930,2272420,Performance issues.,0
137774025,1566200,As a hockey player this game is a real slap in the face. Don't bother.,0
137774000,1566200,"good game
",1
137773169,1566200,"Wow, one of the best games I have ever played!!!!!",1
137772793,1566200,"Finally a really fun and casual jump in and out hockey game for PC. The game nails the hockey humor and makes you smile more often than not. Gameplay is fun but don't expect to much simulation but obviously the game isn't about giving you a realistic experience. I personally actually really liked the idea to bring together a sports arcade sim and a rogue-lite game. Haven't seen that, yet. Fun game if you're a hockey person!",1
137771988,1566200,"By the time I realized this game was too grindy to be fun, I had already played for just over 2 hours. Great little ploy by the devs to keep your hard-earned money.

One of the big things that is most upsetting about the game being too grindy is that you can only use 1 supserstar at a time. You get 3 players that are just terrible. Spend lots of points just to not be able to play more than one unlocked character at a time, pretty dumb.",0
137771044,1566200,Played it during the Next Fest and bought it right when it launched. Very fun game to play with friends! Must have for couch gaming!,1
137773745,1494420,"I like the idea of RTS and FPS, and it works well.. It got me to buy it. Not that I expected more than what it currently is, but because the core of the game are well done, the concept is great, and it has a huge potential.. And I want to support that..

Haven't played much RTS since Red Alert, so this got me hooked by its versatility.

It needs alot of improvement in some areas, others are top quality. 
- It's a slow, running simulator in its current state.
- it lacks customization, in regards to i.e. controls there is no way for you to rebind keys etc.
- It needs more content in general (I know its EA) - but that will hopefully come with time.

The good parts
- The sound design is spot on perfect
- Constructing buildings is very well made, looks great during contruction in FPS, seamlessly going from nothing to something.
- Gunplay feels good, I enjoyed it.
- Graphics, atmosphere and vibe are in general really well made.

But it's current state is still a bit lacking. I would recommend it if you like the idea of RTS & FPS, want to support that concept and can see the potential of this. I'm staying hopeful and are looking forward to its progress.",1
137773681,1494420,"Think that silica will eventually become a great game, the concept is cool and the atmosphere fits this gritty burning desert, like others have pointed out the game needs a good bit of work, the first main job that needs seeing to are the pathfinding for the harvesters, in my opinion unless they're looked at straight away there's  no point playing the game, by the time they decide to leave the refinery your going to lose the game without a doubt,so this would be first job on the list to make the game more enjoyable, I'm not going to go into all the details of what's wrong with the game because others have already stated, but on a plus point this game has loads of potential and I can't wait to see what the dev comes up with in the future.",1
137773541,1494420,"Silica Early access first impression:

After streaming the game for a little bit ive got a good 4+ hours and have tried the 3 on release game modes of Arena, Prospectors and Strategy.

Arena - Its a basic first person area free for all, there isn't a whole lot to talk about here as its just spawn in with one of the few guns available and try to kill people or AI. The map isn't insanely interesting and it doesn't have kits like other FPS guns of primary secondary and grenades but for a quick jump in and kill people it does the job.

Prospectors - You spawn in and must cross part of the desert to hold down an area. I was actually looking forwards to this however its very short and aside from one area of wave clearing its mostly just walking in a fairly basic desert and can be kinda dull, you could skip this and not really be missing out on anything.

Strategy - Probably the main reason you got the game, a RTS with people going round as FPS. Over half my stream was spent on this game mode which was surprisingly fun, as FPS its chaotic with shots firing everywhere and i love it, almost exactly what I was looking for, from an RTS view you have command and everything makes so much more sense, The game gives me the same kinda feel as Starcraft 2 with only one large glaring issue, The AI. the amount of times your harvester will just climb onto a rock and beach itself or have 2 of them just crashing into each other is insane and slows down the match into fix the broken ai which will do it again as soon as you look away. Some of the maps are also to bright or way to dark where being zoomed in is pointless. 

All these negative points aside the game is early access and i think there is alot that can be done here and my main complaints will all be fixed with time.

If you wanted to see my first impressions I did it all on stream here  - https://www.twitch.tv/videos/1810980499",1
